Name,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,PlatformGenre
Alone in the Dark: One-Eyed Jack's Revenge,1996,Infogrames,0.17,0.12,"",0.02,PS::Adventure
Alone in the Dark: One-Eyed Jack's Revenge,1996,Infogrames,0.17,0.12,"",0.02,PS::Adventure
Alone in the Dark: The New Nightmare,N/A,Infogrames,0.09,0.06,"",0.01,PS::Adventure
Alpha Protocol,2010,Sega,"",0.03,"",0.01,PC::Role-Playing
Alpha Protocol,2010,Sega,0.19,0.18,"",0.07,PS3::Role-Playing
Alpha and Omega,2010,Unknown,0.06,0.0,"",0.0,DS::Action
Alter Ego,1985,Activision,"",0.03,"",0.01,PC::Simulation
Altered Beast: Guardian of the Realms,2002,THQ,0.07,0.02,"",0.0,GBA::Action
Alundra,1997,Psygnosis,0.13,0.09,"",0.01,PS::Role-Playing
Alundra 2: A New Legend Begins,1999,Activision,0.15,0.1,"",0.02,PS::Role-Playing
Alvin and the Chipmunks,2007,Brash Entertainment,0.12,0.0,"",0.01,DS::Misc
Alvin and the Chipmunks,2007,Brash Entertainment,0.04,0.03,"",0.01,PS2::Misc
Alvin and the Chipmunks: Chipwrecked,2011,505 Games,0.07,0.03,"",0.01,DS::Misc
Alvin and the Chipmunks: Chipwrecked,2011,505 Games,0.08,0.01,"",0.01,X360::Misc
Alvin and the Chipmunks: The Squeakquel,2009,Majesco Entertainment,0.28,0.0,"",0.02,DS::Misc
Alvin and the Chipmunks: The Squeakquel,2009,Majesco Entertainment,0.09,0.0,"",0.01,Wii::Misc
Amagami,2009,Enterbrain,"",0.0,0.13,0.0,PS2::Adventure
Amagami,2009,Enterbrain,"",0.0,0.13,0.0,PS2::Adventure
Amagami,2011,Kadokawa Shoten,"",0.0,0.15,0.0,PSP::Adventure
Amagami,2011,Kadokawa Shoten,"",0.0,0.15,0.0,PSP::Adventure
Amagami,2011,Kadokawa Shoten,"",0.0,0.15,0.0,PSP::Adventure
Amagami,2014,Kadokawa Games,"",0.0,0.04,0.0,PSV::Adventure
Amazing Adventures: The Forgotten Ruins,2008,PopCap Games,0.13,0.08,"",0.02,DS::Adventure
America Oudan Ultra-Quiz,1995,Victor Interactive,"",0.0,0.02,0.0,SAT::Misc
America's Army: Rise of a Soldier,2005,Ubisoft,0.19,0.05,"",0.01,XB::Shooter
America's Army: True Soldiers,2007,Ubisoft,0.08,0.0,"",0.01,X360::Shooter
America's Next Top Model,2008,Eidos Interactive,0.1,0.0,"",0.01,DS::Action
America's Next Top Model,2008,Eidos Interactive,0.1,0.0,"",0.01,DS::Action
America's Next Top Model,2008,Eidos Interactive,0.1,0.0,"",0.01,DS::Action
America's Next Top Model,2010,Crave Entertainment,0.08,0.0,"",0.01,Wii::Action
America's Test Kitchen: Let's Get Cooking,2010,Nintendo,0.25,0.0,"",0.02,DS::Simulation
American Bass Challenge,2001,Starfish,0.03,0.01,"",0.0,GBA::Sports
American Chopper,2004,Zoo Digital Publishing,0.11,0.03,"",0.01,XB::Racing
American Chopper 2: Full Throttle,2005,Zoo Digital Publishing,0.09,0.07,"",0.02,PS2::Racing
American Chopper 2: Full Throttle,2005,Zoo Digital Publishing,0.04,0.01,"",0.0,XB::Racing
American Girl: Julie Finds a Way,2007,THQ,0.1,0.0,"",0.01,DS::Adventure
American Girl: Kit Mystery Challenge!,2008,THQ,0.42,0.0,"",0.03,DS::Adventure
American Idol,2003,Codemasters,0.15,0.06,"",0.0,GBA::Misc
American Idol,2003,Codemasters,0.27,0.21,"",0.07,PS2::Misc
Amnesia,2011,Idea Factory,"",0.0,0.04,0.0,PSP::Adventure
Amnesia Crowd,2013,Idea Factory,"",0.0,0.05,0.0,PSP::Misc
Amnesia Later,2012,Idea Factory,"",0.0,0.05,0.0,PSP::Misc
Amnesia Later,2014,Idea Factory,"",0.0,0.01,0.0,PSV::Misc
Amped 2,2003,Microsoft Game Studios,0.2,0.04,"",0.01,XB::Sports
Amped 3,2005,Take-Two Interactive,0.13,0.02,"",0.01,X360::Sports
Amped 3,2005,Take-Two Interactive,0.13,0.02,"",0.01,X360::Sports
Amped: Freestyle Snowboarding,2001,Microsoft Game Studios,0.69,0.11,"",0.02,XB::Sports
Amplitude,2003,Sony Computer Entertainment,0.09,0.07,"",0.02,PS2::Misc
An American Tail: Fievel's Gold Rush,2002,Conspiracy Entertainment,0.02,0.01,"",0.0,GBA::Platform
Anarchy Reigns,2012,Sega,0.11,0.02,0.02,0.01,X360::Action
And1 Streetball,2006,Ubisoft,0.13,0.1,"",0.03,PS2::Action
And1 Streetball,2006,Ubisoft,0.06,0.02,"",0.0,XB::Action
Andretti Racing,1996,Electronic Arts,0.43,0.29,"",0.05,PS::Racing
Angel Blade: Neo Tokyo Guardians,1997,On Demand,0.12,0.08,"",0.01,PS::Role-Playing
Angelique Retour,2015,Tecmo Koei,"",0.0,0.02,0.0,PSV::Action
Angelique Trois,2000,Tecmo Koei,"",0.0,0.06,0.0,PS2::Adventure
Angelique: Maren no Rokukishi,2011,Idea Factory,"",0.0,0.03,0.0,PSP::Adventure
Angler's Club: Ultimate Bass Fishing 3D,2011,D3Publisher,"",0.03,"",0.0,3DS::Sports
Angry Birds Star Wars,2013,Activision,0.15,0.15,"",0.03,3DS::Strategy
Angry Birds Star Wars,2013,Activision,0.15,0.15,"",0.03,3DS::Strategy
Angry Birds Star Wars,2013,Activision,0.1,0.17,"",0.06,PS3::Strategy
Angry Birds Star Wars,2013,Activision,0.1,0.08,"",0.03,PS4::Strategy
Angry Birds Star Wars,2013,Activision,0.16,0.11,"",0.03,X360::Strategy
Angry Birds Trilogy,2012,Activision,0.18,0.06,"",0.02,X360::Action
Angry Birds: Rio,2011,Focus Home Interactive,"",0.07,"",0.02,PC::Puzzle
AniMates!,2007,Lexicon Entertainment,0.02,0.0,"",0.0,DS::Simulation
Anima - Gate of Memories,2016,Avanquest,"",0.02,"",0.0,PS4::Action
Animal Crossing: Amiibo Festival,2015,Nintendo,0.19,0.11,0.09,0.03,WiiU::Misc
Animal Crossing: City Folk,2008,Nintendo,1.87,1.12,1.32,0.37,Wii::Simulation
Animal Crossing: Happy Home Designer,2015,Nintendo,0.47,1.0,1.39,0.12,3DS::Simulation
Animal Crossing: New Leaf,2012,Nintendo,2.01,2.32,4.36,0.41,3DS::Simulation
Animal Crossing: Wild World,2005,Nintendo,2.55,3.52,5.33,0.88,DS::Simulation
Animal Genius,2007,Ubisoft,0.11,0.0,"",0.01,DS::Puzzle
Animal Planet: Emergency Vets,2009,Activision,0.08,0.0,"",0.01,DS::Simulation
Animal Planet: Vet Collection,2010,Activision,0.05,0.0,"",0.0,DS::Simulation
Animal Planet: Vet Life,2009,Activision,0.1,0.0,"",0.01,DS::Simulation
Animal Planet: Vet Life,2009,Activision,0.09,0.0,"",0.01,Wii::Simulation
Animal Planet: Vet Life,2009,Activision,0.09,0.0,"",0.01,Wii::Simulation
Animaniacs Ten Pin Alley,1998,ASC Games,0.36,0.25,"",0.04,PS::Sports
Animaniacs: The Great Edgar Hunt,2005,Ignition Entertainment,0.02,0.01,"",0.0,GC::Platform
Animorphs: Shattered Reality,2000,Infogrames,0.03,0.02,"",0.0,PS::Action
Anno 1701: Dawn of Discovery,2007,Touchstone,0.07,0.06,"",0.02,DS::Simulation
Anno 2205,2015,Ubisoft,0.02,0.22,"",0.01,PC::Strategy
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,2012,5pb,"",0.0,0.02,0.0,PSP::Action
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,2016,Namco Bandai Games,"",0.0,0.06,0.0,3DS::Action
Ant Nation,2009,Konami Digital Entertainment,0.06,0.01,"",0.01,DS::Simulation
Antiphona no Seikahime: Tenshi no Gakufu Op.A,2009,Nippon Ichi Software,"",0.0,0.02,0.0,PSP::Role-Playing
Anubis II,2007,Metro 3D,0.06,0.0,"",0.0,Wii::Platform
Ao no Exorcist: Genkoku no Labyrinth,2012,Namco Bandai Games,"",0.0,0.04,0.0,PSP::Action
Ao no Kanata no Four Rhythm,2016,Unknown,"",0.0,0.03,0.0,PSV::Adventure
Apache: Air Assault,2010,Just Flight,"",0.03,"",0.01,PC::Simulation
Apache: Air Assault,2010,Activision,0.11,0.07,"",0.03,PS3::Simulation
Ape Escape,2010,Sony Computer Entertainment,"",0.03,"",0.01,PS3::Platform
Ape Escape 2,2002,Sony Computer Entertainment,0.12,0.09,0.38,0.03,PS2::Platform
Ape Escape 3,2005,Sony Computer Entertainment,0.06,0.05,"",0.02,PS2::Platform
Ape Escape Academy,2004,Sony Computer Entertainment,0.13,0.15,"",0.05,PSP::Misc
Ape Escape: On the Loose,2005,Sony Computer Entertainment,0.52,0.01,0.12,0.05,PSP::Platform
Ape Escape: Pumped & Primed,2004,Sony Computer Entertainment,0.04,0.03,"",0.01,PS2::Misc
Apex,2003,Atari,0.1,0.03,"",0.0,XB::Racing
Apollo Justice: Ace Attorney,2007,Capcom,0.32,0.06,0.64,0.04,DS::Adventure
Aqua Aqua,2000,3DO,0.05,0.04,"",0.01,PS2::Puzzle
Aqua Aqua,2000,3DO,0.05,0.04,"",0.01,PS2::Puzzle
Aqua Aqua,2000,3DO,0.05,0.04,"",0.01,PS2::Puzzle
Aqua Panic!,2009,Neko Entertainment,0.01,0.01,"",0.0,DS::Puzzle
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,2007,Midway Games,0.03,0.03,"",0.01,PS2::Racing
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,2007,Midway Games,0.03,0.03,"",0.01,PS2::Racing
Aquaman: Battle for Atlantis,N/A,Unknown,0.01,0.0,"",0.0,XB::Action
Aquanaut's Holiday,1995,Sony Computer Entertainment,0.01,0.01,"",0.0,PS::Adventure
Aquapazza: Aquaplus Dream Match,2012,Aqua Plus,0.05,0.0,0.05,0.01,PS3::Fighting
Aquarium by DS,2008,Mercury Games,0.05,0.0,"",0.0,DS::Simulation
Ar Nosurge: Ode to an Unborn Star,2014,Tecmo Koei,"",0.0,0.04,0.0,PSV::Role-Playing
Ar tonelico 2: Melody of Metafalica,2007,Nippon Ichi Software,0.04,0.03,0.11,0.01,PS2::Role-Playing
Ar tonelico: Melody of Elemia,2006,505 Games,"",0.0,0.1,0.0,PS2::Role-Playing
Ar tonelico: Melody of Elemia,2006,505 Games,"",0.0,0.1,0.0,PS2::Role-Playing
Arabians Lost: The Engagement on Desert,2012,Quinrose,"",0.0,0.01,0.0,PSP::Adventure
Arc Rise Fantasia,2009,Marvelous Interactive,0.13,0.0,0.06,0.01,Wii::Role-Playing
Arc the Lad,1995,Sony Computer Entertainment,"",0.0,1.1,0.01,PS::Role-Playing
Arc the Lad,1995,Sony Computer Entertainment,"",0.0,1.1,0.01,PS::Role-Playing
Arc the Lad II,1996,Sony Computer Entertainment,"",0.0,0.92,0.13,PS::Role-Playing
Arc the Lad III,1999,Sony Computer Entertainment,"",0.0,0.39,0.03,PS::Role-Playing
Arc the Lad: Twilight of the Spirits,2003,Sony Computer Entertainment,0.18,0.14,"",0.05,PS2::Role-Playing
Arcade Hits: Frisky Tom,2002,Hamster Corporation,0.16,0.11,"",0.02,PS::Action
Arcade Zone,2009,Activision,0.14,0.0,"",0.01,Wii::Misc
Arcana Famiglia 2,2013,Comfort,"",0.0,0.02,0.0,PSP::Adventure
Arcana Famiglia 2,2013,Comfort,"",0.0,0.02,0.0,PSP::Adventure
Arcana Famiglia 2,2013,Comfort,"",0.0,0.02,0.0,PSP::Adventure
Arcana Famiglia: Vascello Phantasma no Majutsushi,2012,Comfort,"",0.0,0.02,0.0,PSP::Action
Arcana Heart,2007,AQ Interactive,0.06,0.05,0.04,0.02,PS2::Fighting
Arcana Heart 3,2011,PQube,0.04,0.05,0.1,0.02,PS3::Fighting
Arcana Heart 3,2011,PQube,"",0.03,0.02,0.0,X360::Fighting
Arcana Heart 3,2011,PQube,"",0.03,0.02,0.0,X360::Fighting
Arcania: Gothic 4,2010,JoWood Productions,0.09,0.08,"",0.02,PC::Role-Playing
Arcania: Gothic 4,2015,Nordic Games,0.04,0.0,"",0.01,PS4::Role-Playing
Archer Maclean Presents: Pool Paradise,2004,Ignition Entertainment,0.02,0.01,"",0.0,GC::Sports
Archer Maclean Presents: Pool Paradise,2004,Ignition Entertainment,0.03,0.02,"",0.01,PS2::Sports
Archer Maclean's 3D Pool,2003,Crave Entertainment,0.05,0.02,"",0.0,GBA::Misc
Archer Maclean's Mercury,2005,Ignition Entertainment,0.17,0.24,"",0.14,PSP::Puzzle
Arctic Tale,2007,Zoo Digital Publishing,0.04,0.0,"",0.0,Wii::Adventure
Arctic Thunder,2001,Midway Games,0.09,0.02,"",0.0,XB::Racing
Are You Smarter Than A 5th Grader?,2007,Mindscape,0.48,0.0,"",0.04,DS::Misc
Are You Smarter than a 5th Grader? Game Time,2009,THQ,0.22,0.0,"",0.02,DS::Puzzle
Are You Smarter than a 5th Grader? Game Time,2009,THQ,0.12,0.0,"",0.01,X360::Puzzle
Are You Smarter than a 5th Grader? Make the Grade,2008,THQ,0.36,0.0,"",0.03,DS::Misc
Are You Smarter than a 5th Grader? Make the Grade,2008,THQ,0.51,0.0,"",0.04,Wii::Misc
Area 51,2005,Midway Games,0.22,0.17,"",0.06,PS2::Shooter
Area 51,2005,Midway Games,0.22,0.06,"",0.01,XB::Shooter
Arena Football,2006,Electronic Arts,0.28,0.22,"",0.07,PS2::Sports
Arena Football,2006,Electronic Arts,0.11,0.03,"",0.01,XB::Sports
Arkanoid DS,2007,Square Enix,0.06,0.0,"",0.0,DS::Puzzle
ArmA II,2009,505 Games,"",0.12,"",0.03,PC::Shooter
ArmA III,2013,Bohemia Interactive,"",0.1,"",0.02,PC::Shooter
Armed and Dangerous,2003,LucasArts,0.09,0.03,"",0.0,XB::Shooter
Armored Core,1997,Sony Computer Entertainment,0.13,0.09,0.16,0.03,PS::Simulation
Armored Core 2,2000,Ubisoft,0.28,0.22,0.23,0.07,PS2::Simulation
Armored Core 3,2002,Metro 3D,0.22,0.17,0.23,0.06,PS2::Simulation
Armored Core 3 Portable,2009,From Software,"",0.0,0.08,0.0,PSP::Simulation
Armored Core V,2012,Namco Bandai Games,0.13,0.03,0.04,0.01,X360::Simulation
Armored Core V,2012,Namco Bandai Games,0.13,0.03,0.04,0.01,X360::Simulation
Armored Core V,2012,Namco Bandai Games,0.13,0.03,0.04,0.01,X360::Simulation
Armored Core: Formula Front Extreme Battle,2004,505 Games,0.05,0.0,"",0.0,PSP::Simulation
Armored Core: Last Raven,2005,505 Games,0.05,0.04,0.08,0.01,PS2::Simulation
Armored Core: Last Raven Portable,2010,From Software,"",0.0,0.03,0.0,PSP::Simulation
Armored Core: Nexus,2004,Indie Games,0.06,0.05,0.14,0.02,PS2::Simulation
Armored Core: Nine Breaker,2004,505 Games,0.03,0.03,"",0.01,PS2::Simulation
Armored Core: Project Phantasma,1997,From Software,0.06,0.04,0.15,0.02,PS::Simulation
Armored Core: Verdict Day,2013,From Software,"",0.0,0.12,0.0,PS3::Simulation
Armored Core: Verdict Day,2013,From Software,"",0.0,0.12,0.0,PS3::Simulation
Armorines: Project S.W.A.R.M.,1999,Acclaim Entertainment,0.21,0.05,"",0.0,N64::Shooter
Armorines: Project S.W.A.R.M.,1999,Acclaim Entertainment,0.21,0.05,"",0.0,N64::Shooter
Armorines: Project S.W.A.R.M.,2000,Acclaim Entertainment,0.05,0.03,"",0.01,PS::Shooter
Army Men 3D,1999,3DO,1.1,0.14,"",0.04,PS::Action
Army Men World War: Final Front,2001,3DO,0.24,0.17,"",0.03,PS::Action
"Army Men World War: Land, Sea, Air",2000,3DO,0.17,0.12,"",0.02,PS::Action
Army Men World War: Team Assault,2001,3DO,0.06,0.04,"",0.01,PS::Action
Army Men: Air Attack,1999,3DO,0.47,0.32,"",0.06,PS::Action
Army Men: Air Attack 2,2000,3DO,0.17,0.11,"",0.02,PS::Action
Army Men: Air Combat,2000,3DO,0.19,0.05,"",0.0,N64::Action
Army Men: Air Combat - The Elite Missions,2003,3DO,0.01,0.0,"",0.0,GC::Shooter
Army Men: Green Rogue,2001,3DO,0.04,0.02,"",0.0,PS::Action
Army Men: Major Malfunction,2006,Global Star,0.01,0.0,"",0.0,XB::Shooter
Army Men: Major Malfunction,2006,Global Star,0.01,0.0,"",0.0,XB::Shooter
Army Men: Major Malfunction,2006,Global Star,0.01,0.0,"",0.0,XB::Shooter
Army Men: RTS,2004,Global Star,0.05,0.01,"",0.0,GC::Strategy
Army Men: RTS,2002,3DO,0.05,0.04,"",0.01,PS2::Strategy
Army Men: RTS,2002,3DO,0.05,0.04,"",0.01,PS2::Strategy
Army Men: Sarge's Heroes,1999,3DO,0.68,0.12,"",0.01,N64::Action
Army Men: Sarge's Heroes,1999,3DO,0.68,0.12,"",0.01,N64::Action
Army Men: Sarge's Heroes,1999,3DO,0.68,0.12,"",0.01,N64::Action
Army Men: Sarge's Heroes 2,2000,3DO,0.34,0.07,"",0.0,N64::Shooter
Army Men: Sarge's Heroes 2,2001,Midas Interactive Entertainment,0.09,0.07,"",0.02,PS2::Shooter
Army Men: Sarge's War,2004,Global Star,0.12,0.03,"",0.0,GC::Shooter
Army Men: Soldiers of Misfortune,2008,Zoo Games,0.12,0.0,"",0.01,Wii::Shooter
Army of Two,2008,Electronic Arts,1.09,0.38,0.02,0.16,X360::Shooter
Army of Two: The 40th Day,2010,Electronic Arts,0.44,0.27,0.01,0.12,PS3::Shooter
Army of Two: The 40th Day,2010,Electronic Arts,0.12,0.13,"",0.08,PSP::Shooter
Army of Two: The 40th Day,2010,Electronic Arts,0.62,0.24,"",0.08,X360::Shooter
Army of Two: The Devil's Cartel,2013,Electronic Arts,0.11,0.11,0.01,0.05,PS3::Shooter
Army of Two: The Devil's Cartel,2013,Electronic Arts,0.16,0.07,"",0.02,X360::Shooter
Around the World in 80 Days,2010,PlayV,"",0.14,"",0.02,DS::Action
Arslan: The Warriors of Legend,2015,Tecmo Koei,"",0.0,0.05,0.0,PS3::Action
Arslan: The Warriors of Legend,2015,Tecmo Koei,0.02,0.01,0.04,0.01,PS4::Action
Art Academy,2010,Nintendo,0.28,1.68,0.33,0.28,DS::Misc
Art Academy: Home Studio,2015,Nintendo,"",0.0,0.01,0.0,WiiU::Misc
Art Academy: Lessons for Everyone,2012,Nintendo,0.2,0.03,0.21,0.02,3DS::Action
Art of Fighting 3: The Path of the Warrior,1996,SNK,"",0.0,0.04,0.0,NG::Fighting
Art of Fighting Anthology,2006,Crave Entertainment,0.02,0.02,"",0.01,PS2::Fighting
Arthur! Ready to Race,2000,The Learning Company,0.03,0.02,"",0.0,PS::Racing
Arx Fatalis,2003,Mindscape,0.04,0.01,"",0.0,XB::Role-Playing
Ashes Cricket 2009,2009,Codemasters,"",0.16,"",0.02,PS3::Sports
Ashes Cricket 2009,2009,Codemasters,"",0.23,"",0.01,Wii::Sports
Ashes Cricket 2009,2009,Codemasters,"",0.19,"",0.01,X360::Sports
Asphalt: Injection,2011,Ubisoft,0.14,0.06,"",0.04,PSV::Action
Asphalt: Urban GT,2004,Ubisoft,0.31,0.22,"",0.06,DS::Racing
Asphalt: Urban GT 2,2006,Ubisoft,0.09,0.04,"",0.01,DS::Racing
Assassin's Creed,2008,Ubisoft,0.01,0.83,"",0.08,PC::Adventure
Assassin's Creed,2007,Ubisoft,1.91,2.0,0.09,0.83,PS3::Adventure
Assassin's Creed,2007,Ubisoft,3.28,1.65,0.07,0.55,X360::Adventure
Assassin's Creed Chronicles,2016,Ubisoft,0.01,0.05,0.01,0.01,PS4::Action
Assassin's Creed Chronicles,2016,Ubisoft,"",0.01,"",0.0,XOne::Action
Assassin's Creed II,2009,Ubisoft,2.54,1.95,0.21,0.87,PS3::Action
Assassin's Creed II,2009,Ubisoft,3.1,1.56,0.08,0.51,X360::Action
Assassin's Creed II: Discovery,2009,Ubisoft,0.15,0.11,"",0.03,DS::Action
Assassin's Creed III,2012,Ubisoft,0.19,0.13,"",0.03,WiiU::Action
Assassin's Creed III,2012,Ubisoft,0.19,0.13,"",0.03,WiiU::Action
Assassin's Creed III,2012,Ubisoft,0.19,0.13,"",0.03,WiiU::Action
Assassin's Creed III: Liberation,2012,Ubisoft,0.58,0.55,0.06,0.28,PSV::Action
Assassin's Creed IV: Black Flag,2013,Ubisoft,0.22,0.38,"",0.1,PC::Action
Assassin's Creed IV: Black Flag,2013,Ubisoft,1.07,1.31,0.06,0.31,PS4::Action
Assassin's Creed IV: Black Flag,2013,Ubisoft,0.18,0.09,"",0.03,WiiU::Action
Assassin's Creed IV: Black Flag,2013,Ubisoft,1.47,0.55,"",0.19,XOne::Action
Assassin's Creed Syndicate,2015,Ubisoft,0.1,0.08,"",0.02,PC::Action
Assassin's Creed Syndicate,2015,Ubisoft,0.8,1.92,0.06,0.5,PS4::Action
Assassin's Creed Syndicate,2015,Ubisoft,0.61,0.56,"",0.11,XOne::Action
Assassin's Creed: Altair's Chronicles,2008,Ubisoft,0.03,0.01,"",0.0,DS::Platform
Assassin's Creed: Altair's Chronicles,2008,Ubisoft,0.03,0.01,"",0.0,DS::Platform
Assassin's Creed: Bloodlines,2009,Ubisoft,0.43,0.48,0.05,0.28,PSP::Action
Assassin's Creed: Brotherhood,2010,Ubisoft,1.87,0.57,0.11,0.3,PS3::Action
Assassin's Creed: Brotherhood,2010,Ubisoft,2.84,0.39,0.03,0.24,X360::Action
Assassin's Creed: Revelations,2011,Ubisoft,2.25,1.47,0.04,0.43,X360::Action
Assassin's Creed: Rogue,2015,Ubisoft,0.04,0.02,"",0.01,PC::Action
Assassin's Creed: Rogue,2015,Ubisoft,0.04,0.02,"",0.01,PC::Action
Assassin's Creed: Unity,2014,Ubisoft,0.17,0.33,"",0.05,PC::Action
Assassin's Creed: Unity,2014,Ubisoft,1.18,1.96,0.08,0.7,PS4::Action
Assassin's Creed: Unity,2014,Ubisoft,2.26,0.89,"",0.3,XOne::Action
Assault Rigs,1996,Electronic Arts Victor,0.02,0.02,"",0.0,PS::Action
Assault Suit Leynos,2016,Rising Star Games,0.01,0.0,"",0.0,PS4::Shooter
Assault: Retribution,1998,Telstar,0.07,0.05,"",0.01,PS::Action
Assetto Corsa,2016,505 Games,"",0.04,"",0.01,PS4::Racing
Assetto Corsa,2016,505 Games,"",0.01,"",0.0,XOne::Racing
Asterix & Obelix: Kick Buttix,2004,Atari,0.02,0.01,"",0.0,PS2::Action
Asteroids,1980,Atari,4.0,0.26,"",0.05,2600::Shooter
Astonishia Story,2006,Ubisoft,0.03,0.0,"",0.0,PSP::Role-Playing
Astro Boy,2004,Sega,0.04,0.03,"",0.01,PS2::Action
Astro Boy: The Video Game,2009,D3Publisher,0.09,0.0,"",0.01,DS::Action
Astro Boy: The Video Game,2009,D3Publisher,0.05,0.04,"",0.01,PS2::Action
Astro Boy: The Video Game,2009,D3Publisher,0.1,0.0,"",0.01,Wii::Action
Astroblast,1981,Mattel Interactive,0.29,0.02,"",0.0,2600::Action
Astroblast,1981,Mattel Interactive,0.29,0.02,"",0.0,2600::Action
Atari Anniversary Edition Redux,2000,Infogrames,0.1,0.07,"",0.01,PS::Misc
Atari Anthology,2004,Atari,0.33,0.01,"",0.05,PS2::Misc
Atari Anthology,2004,Atari,0.19,0.05,"",0.01,XB::Misc
Atari Classics Evolved,2007,Atari,0.08,0.0,"",0.01,PSP::Misc
Atari's Greatest Hits: Volume 1,2010,Atari,0.13,0.0,"",0.01,DS::Misc
Atari's Greatest Hits: Volume 2,2011,Atari,0.06,0.0,"",0.0,DS::Misc
Atelier Ayesha: The Alchemist of Dusk,2012,Tecmo Koei,0.06,0.04,0.14,0.02,PS3::Role-Playing
Atelier Ayesha: The Alchemist of Dusk,2014,Tecmo Koei,"",0.0,0.05,0.0,PSV::Role-Playing
Atelier Ayesha: The Alchemist of Dusk,2014,Tecmo Koei,"",0.0,0.05,0.0,PSV::Role-Playing
Atelier Ayesha: The Alchemist of Dusk,2014,Tecmo Koei,"",0.0,0.05,0.0,PSV::Role-Playing
Atelier Escha & Logy: Alchemists of the Dusk Sky,2013,Tecmo Koei,0.06,0.04,0.1,0.02,PS3::Role-Playing
Atelier Iris 2: The Azoth Of Destiny,2005,Tecmo Koei,0.03,0.02,"",0.01,PS2::Role-Playing
Atelier Iris 3: Grand Phantasm (JP Sales),2006,Tecmo Koei,"",0.0,0.04,0.0,PS2::Role-Playing
Atelier Iris 3: Grand Phantasm (US Sales),2006,Tecmo Koei,0.14,0.11,"",0.04,PS2::Role-Playing
Atelier Iris: Eternal Mana,2004,Tecmo Koei,0.08,0.06,"",0.02,PS2::Role-Playing
Atelier Meruru: Alchemist of Arland 3,2011,Nippon Ichi Software,0.05,0.0,0.18,0.01,PS3::Role-Playing
Atelier Meruru: Alchemist of Arland 3,2013,Gust,"",0.0,0.06,0.0,PSV::Role-Playing
Atelier Rorona: Alchemist of Arland,2009,Nippon Ichi Software,0.22,0.12,0.11,0.05,PS3::Role-Playing
Atelier Shallie Plus: Alchemists of the Dusk Sea,2016,Tecmo Koei,"",0.0,0.03,0.0,PSV::Role-Playing
Atelier Shallie: Alchemists of the Dusk Sea,2014,Tecmo Koei,0.06,0.05,0.08,0.02,PS3::Role-Playing
Atelier Sophie: The Alchemist of the Mysterious Book,2015,Tecmo Koei,"",0.0,0.03,0.0,PS3::Role-Playing
Atelier Sophie: The Alchemist of the Mysterious Book,2015,Tecmo Koei,"",0.0,0.06,0.0,PSV::Role-Playing
Atelier Totori: The Adventurer of Arland,2010,Nippon Ichi Software,0.12,0.07,0.21,0.03,PS3::Role-Playing
Atelier Totori: The Adventurer of Arland,2012,Gust,"",0.0,0.09,0.0,PSV::Role-Playing
Athens 2004,2004,Sony Computer Entertainment,0.13,0.1,"",0.03,PS2::Sports
Atlantic Quest,2011,Avanquest,"",0.02,"",0.0,PC::Puzzle
Atlantis,1981,Imagic,1.18,0.08,"",0.01,2600::Shooter
Atomic Betty,2005,Atari,0.02,0.01,"",0.0,GBA::Puzzle
Atsumare! Power Pro Kun no DS Koushien,N/A,N/A,"",0.0,0.1,0.0,DS::Sports
Attack of the Movies 3D,2010,Majesco Entertainment,0.1,0.0,"",0.01,Wii::Shooter
Attack on Titan (KOEI),2016,Tecmo Koei,"",0.0,0.06,0.0,PS3::Action
Attack on Titan (KOEI),2016,Tecmo Koei,0.02,0.06,0.11,0.02,PS4::Action
Attack on Titan (KOEI),2016,Tecmo Koei,0.02,0.06,0.11,0.02,PS4::Action
Attack on Titan (KOEI),2016,Tecmo Koei,0.02,0.06,0.11,0.02,PS4::Action
Attack on Titan (KOEI),2016,Tecmo Koei,0.01,0.01,"",0.0,XOne::Action
Auto Modellista,2003,Capcom,0.02,0.01,"",0.0,GC::Racing
Automobili Lamborghini,1997,Titus,0.28,0.17,"",0.01,N64::Racing
Avalon Code,2008,Rising Star Games,0.11,0.0,0.12,0.01,DS::Role-Playing
Avatar: The Game,2009,Ubisoft,0.19,0.18,"",0.04,DS::Action
Avatar: The Game,2009,Ubisoft,"",0.04,"",0.01,PC::Action
Avatar: The Game,2009,Ubisoft,0.32,0.43,"",0.16,PS3::Action
Avatar: The Game,2009,Ubisoft,0.22,0.24,"",0.14,PSP::Action
Avatar: The Game,2009,Ubisoft,0.34,0.35,"",0.08,X360::Action
Avatar: The Last Airbender,2006,THQ,0.3,0.01,"",0.03,DS::Adventure
Avatar: The Last Airbender,2006,THQ,0.39,0.1,"",0.01,GC::Adventure
Avatar: The Last Airbender,2006,THQ,0.24,0.02,"",0.02,Wii::Adventure
Avatar: The Last Airbender - Into the Inferno,2008,THQ,0.11,0.01,"",0.01,DS::Adventure
Avatar: The Last Airbender - Into the Inferno,2008,THQ,0.12,0.09,"",0.03,PS2::Adventure
