Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0.0,0.0
Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,0.17,0.13,0.0,0.05
Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft,0.08,0.02,0.0,0.0
Batman: The Brave and the Bold the Videogame,DS,2010,Action,Warner Bros. Interactive Entertainment,0.24,0.04,0.0,0.02
Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,0.15,0.1,0.41,0.05
Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Strategy,Banpresto,0.0,0.0,0.18,0.0
Battle Engine Aquila,XB,2003,Shooter,Atari,0.01,0.0,0.0,0.0
Battle Fantasia,X360,2008,Fighting,505 Games,0.07,0.0,0.01,0.01
Battle Rage,Wii,2008,Shooter,Popcorn Arcade,0.04,0.0,0.0,0.0
Battle Soccer: Field no Hasha,SNES,1992,Sports,Banpresto,0.0,0.0,0.16,0.0
Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0
Battle Spirits: Kiseki no Hasha,PSP,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0
Battle Stadium D.O.N,GC,2006,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0
Battle Stations,PS,1997,Strategy,Electronic Arts,0.43,0.29,0.0,0.05
Battle of Giants: Dinosaurs,DS,2008,Strategy,Ubisoft,0.38,0.37,0.0,0.09
Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,0.15,0.04,0.0,0.02
Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft,0.09,0.15,0.0,0.03
Battle vs. Chess,PC,N/A,Misc,TopWare Interactive,0.0,0.02,0.0,0.01
BattleBots: Beyond the BattleBox,GBA,2002,Action,Vivendi Games,0.04,0.01,0.0,0.0
BattleForge,PC,2009,Strategy,Electronic Arts,0.0,0.01,0.0,0.0
BattleTanx: Global Assault,N64,1999,Action,3DO,0.31,0.07,0.0,0.0
Battlefield 1942,PC,2002,Shooter,Electronic Arts,0.01,0.01,0.0,0.0
Battlefield 1942: The WW II Anthology,PC,2004,Shooter,Electronic Arts,0.01,0.01,0.0,0.0
Battlefield 2: Modern Combat,X360,2006,Shooter,Electronic Arts,0.35,0.02,0.01,0.03
Battlefield 4,PC,2013,Shooter,Electronic Arts,0.38,0.86,0.0,0.16
Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38
Battlefield 4,X360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29
Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0.0,0.16
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0.0,0.02,0.0,0.0
Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,0.76,0.36,0.05,0.18
Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15
Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0.0,0.13,0.0,0.01
Battleship / Connect Four / Sorry! / Trouble,DS,2006,Puzzle,"Destination Software, Inc",0.05,0.0,0.0,0.0
Battlezone,2600,1982,Shooter,Atari,0.58,0.03,0.0,0.01
Battlezone: Rise of the Black Dogs,N64,2000,Strategy,Crave Entertainment,0.06,0.01,0.0,0.0
Bayonetta,PS3,2009,Action,Sega,0.44,0.41,0.21,0.17
Bayonetta 2,WiiU,2014,Action,Nintendo,0.34,0.28,0.1,0.3
Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,0.08,0.02,0.0,0.0
Beat City,DS,2010,Misc,THQ,0.07,0.0,0.0,0.01
BeatMania,PS,1998,Simulation,Konami Digital Entertainment,0.0,0.0,1.07,0.02
BeatMania Append GottaMix,PS,1999,Simulation,Konami Digital Entertainment,0.0,0.0,0.31,0.02
BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0
BeatMania IIDX 4th Style: New Songs Collection,PS2,2001,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0
Bee Movie Game,DS,2007,Action,Activision,0.41,0.0,0.0,0.03
Beetle Adventure Racing!,N64,1999,Racing,Electronic Arts,0.4,0.2,0.0,0.02
Beijing 2008,PS3,2008,Sports,Sega,0.14,0.54,0.01,0.18
Bejeweled 3,PS3,N/A,Puzzle,Unknown,0.13,0.0,0.0,0.01
Bejeweled 3,X360,N/A,Puzzle,Unknown,0.13,0.0,0.0,0.01
Ben 10 Alien Force: Vilgax Attacks,DS,2009,Action,D3Publisher,0.22,0.16,0.0,0.04
Ben 10 Alien Force: Vilgax Attacks,PSP,2009,Action,D3Publisher,0.13,0.19,0.0,0.11
Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,D3Publisher,0.25,0.15,0.0,0.04
Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,0.07,0.06,0.0,0.01
Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010,Platform,D3Publisher,0.22,0.08,0.0,0.03
Ben 10 Ultimate Alien: Cosmic Destruction,PSP,2010,Platform,D3Publisher,0.1,0.09,0.0,0.05
Ben 10: Alien Force,PSP,2008,Action,Koch Media,0.35,0.14,0.0,0.1
Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.69,0.83,0.0,0.19
Bentley's Hackpack,GBA,2005,Misc,N/A,0.67,0.25,0.0,0.02
Beowulf: The Game,PSP,2007,Action,Ubisoft,0.08,0.0,0.0,0.01
Beowulf: The Game,X360,2007,Action,Ubisoft,0.36,0.01,0.0,0.03
Berzerk,2600,1981,Shooter,Atari,0.68,0.04,0.0,0.01
Best Friends Tonight,DS,2010,Misc,Ubisoft,0.03,0.0,0.0,0.0
Betty Boop's Double Shift,DS,2007,Puzzle,Zoo Digital Publishing,0.03,0.0,0.0,0.0
Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0.0,0.0
Beyblade: Metal Masters,DS,2010,Action,Konami Digital Entertainment,0.16,0.1,0.0,0.03
Beyond Good & Evil,XB,2003,Adventure,Ubisoft,0.08,0.02,0.0,0.0
Beyond Oasis,GEN,1993,Role-Playing,Sega,0.0,0.0,0.05,0.0
Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04
Bicycle Casino 2005,XB,2004,Misc,Zoo Digital Publishing,0.17,0.05,0.0,0.01
Big Air,PS,1999,Sports,Accolade,0.1,0.07,0.0,0.01
Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996,Misc,ASK,0.0,0.0,0.03,0.0
Big League Sports,X360,2011,Sports,Activision,0.18,0.02,0.0,0.01
Big Mutha Truckers,GC,2003,Racing,Empire Interactive,0.06,0.02,0.0,0.0
Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,0.41,0.32,0.0,0.11
Big Mutha Truckers,XB,2002,Racing,Empire Interactive,0.15,0.04,0.0,0.01
Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,0.04,0.0,0.0,0.0
Binary Domain,X360,2012,Action,Sega,0.09,0.07,0.02,0.02
Binary Star,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.01,0.0
Bio FREAKS,N64,1998,Action,GT Interactive,0.11,0.03,0.0,0.0
Bio FREAKS,PS,1998,Action,GT Interactive,0.07,0.05,0.0,0.01
BioShock,PS3,2008,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21
BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,0.28,0.3,0.0,0.08
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.57,0.02,0.15
Biohazard: Revival Selection,X360,2011,Action,Capcom,0.0,0.0,0.03,0.0
Bionicle,PS2,2003,Action,Electronic Arts,0.21,0.17,0.0,0.06
Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0
Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.09,0.02,0.04
Black,XB,2006,Shooter,Electronic Arts,0.31,0.09,0.0,0.01
Black Mirror 2,PC,2009,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01
Blacksite: Area 51,PS3,2007,Shooter,Midway Games,0.07,0.01,0.0,0.01
Blacksite: Area 51,X360,2007,Shooter,Midway Games,0.29,0.23,0.0,0.06
Blade II,XB,2002,Action,Activision,0.1,0.03,0.0,0.0
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.0
Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,0.08,0.01,0.0,0.01
Blaster Master: Blasting Again,PS,2000,Shooter,Sunsoft,0.14,0.1,0.0,0.02
Blasto,PS,1998,Action,Sony Computer Entertainment,0.2,0.13,0.0,0.02
BlazBlue: Calamity Trigger,X360,2009,Fighting,PQube,0.21,0.08,0.04,0.03
BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,0.06,0.0,0.03,0.02
BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0.0,0.01
BlazBlue: Continuum Shift,PS3,2010,Fighting,PQube,0.21,0.08,0.09,0.04
Blazblue: Continuum Shift Extend,PS3,2011,Fighting,PQube,0.0,0.0,0.09,0.0
Blaze Union: Story to Reach the Future,PSP,2010,Role-Playing,Sting,0.0,0.0,0.03,0.0
Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,0.1,0.03,0.0,0.02
Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0.0,0.01
Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft,0.36,0.03,0.0,0.03
Bleach GC: Tasogare Ni Mamieru Shinigami,GC,2005,Fighting,Sega,0.0,0.0,0.08,0.0
Bleach: Blade Battlers,PS2,2006,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0
Bleach: Blade Battlers 2nd,PS2,2007,Fighting,Sony Computer Entertainment,0.0,0.0,0.06,0.0
Bleach: Dark Souls (JP sales),DS,2007,Fighting,Sega,0.0,0.0,0.1,0.0
Bleach: Erabareshi Tamashii,PS2,2005,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0
Bleach: Heat the Soul,PSP,2005,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.0
Bleach: Heat the Soul 4,PSP,2007,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0
Bleach: Heat the Soul 7,PSP,2010,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0
Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,0.27,0.11,0.07,0.05
Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01
Bleach: The Blade of Fate,DS,2006,Fighting,Sega,0.3,0.01,0.12,0.03
Blitz: The League,PS2,2005,Sports,Unknown,0.74,0.03,0.0,0.12
Blitz: The League,XB,2004,Sports,Midway Games,0.4,0.11,0.0,0.02
Block Party,Wii,2008,Misc,Activision,0.14,0.0,0.0,0.01
Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0
Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.01,0.02,0.0,0.01
Blood Omen 2,PS2,2002,Action,Eidos Interactive,0.19,0.15,0.0,0.05
Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03
BloodRayne,XB,2002,Shooter,Universal Interactive,0.16,0.05,0.0,0.01
Bloody Roar,PS,1997,Fighting,Virgin Interactive,0.22,0.15,0.0,0.03
Bloody Roar 3,PS2,2001,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04
Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01
BlowOut,PS2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03
Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,Role-Playing,NEC,0.0,0.0,0.03,0.0
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0
Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,0.01,0.01,0.0,0.0
Body Harvest,N64,1998,Shooter,Gremlin Interactive Ltd,0.16,0.04,0.0,0.0
Bogey: Dead 6,PS,1996,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01
Boktai: The Sun is in Your Hand,GBA,2003,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0
Bolt,DS,2008,Adventure,Disney Interactive Studios,0.35,0.21,0.0,0.06
Bolt,PS2,2008,Adventure,Disney Interactive Studios,0.09,0.02,0.0,0.16
Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.12,0.05,0.0,0.02
Bolt,X360,2008,Adventure,Disney Interactive Studios,0.18,0.05,0.0,0.02
Bomberman,PSP,2006,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.01
Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,0.0,0.0,0.01
Bomberman Tournament,GBA,2001,Puzzle,Activision,0.1,0.04,0.1,0.01
Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.43,0.21,0.01,0.19
Borderlands: The Handsome Collection,XOne,2015,Shooter,Take-Two Interactive,0.24,0.13,0.0,0.04
Borderlands: The Pre-Sequel,PS3,2014,Shooter,Take-Two Interactive,0.25,0.26,0.05,0.11
Bottom of the 9th,N64,1999,Sports,Konami Digital Entertainment,0.37,0.0,0.0,0.0
Boxing,2600,1980,Fighting,Activision,0.72,0.04,0.0,0.01
Boxing Fever,GBA,2001,Sports,THQ,0.06,0.02,0.0,0.0
Braid,PC,2009,Platform,Number None,0.0,0.02,0.0,0.01
Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.09,0.0,0.0,0.01
Brain Age: Train Your Brain in Minutes a Day,DS,2005,Misc,Nintendo,4.75,9.26,4.16,2.05
Brain Boost: Gamma Wave,DS,2005,Puzzle,505 Games,0.14,0.0,0.0,0.01
Brain Challenge,DS,2008,Misc,Ubisoft,0.41,0.01,0.0,0.03
Brain Dead 13,PS,1996,Adventure,Coconuts Japan,0.01,0.01,0.0,0.0
Brain Quest: Grades 5 & 6,DS,2008,Misc,Electronic Arts,0.11,0.0,0.0,0.01
Brain Voyage,DS,2008,Puzzle,Eidos Interactive,0.06,0.02,0.0,0.01
Bratz Kidz,DS,2008,Misc,Game Factory,0.03,0.0,0.0,0.0
Bratz Ponyz,DS,2007,Adventure,Game Factory,0.26,0.0,0.0,0.02
Bratz: Girlz Really Rock,DS,2008,Action,THQ,0.18,0.11,0.0,0.03
Bratz: Rock Angelz,GC,2005,Misc,THQ,0.16,0.04,0.0,0.01
Bratz: The Movie,Wii,2007,Simulation,THQ,0.24,0.01,0.0,0.02
Brave Story: Boku no Kioku to Negai,DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0
Bravo Air Race,PS,1997,Racing,THQ,0.08,0.05,0.0,0.01
Breakdown,XB,2004,Adventure,Electronic Arts,0.09,0.03,0.0,0.0
Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,0.14,0.05,0.0,0.0
Breath of Fire IV,PS,2000,Role-Playing,Capcom,0.11,0.08,0.34,0.04
Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,0.09,0.07,0.0,0.02
Brink,PS3,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0.0,0.06,0.0,0.01
Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0.0,0.01,0.0,0.0
Broken Sword II: The Smoking Mirror,PS,1997,Adventure,Sony Computer Entertainment,0.03,0.02,0.0,0.0
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.12,0.1,0.0,0.02
Brothers In Arms: Earned in Blood,XB,2005,Shooter,Ubisoft,0.23,0.07,0.0,0.01
Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,Ubisoft,0.38,0.01,0.0,0.06
Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,0.03,0.08,0.0,0.02
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0.0,0.0
Brunswick Pro Bowling,PS2,2007,Sports,505 Games,0.2,0.15,0.0,0.05
Brunswick Pro Bowling,PSP,2007,Sports,505 Games,0.19,0.0,0.0,0.02
Brunswick Pro Bowling,Wii,2007,Sports,505 Games,0.36,0.01,0.0,0.03
Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0
Bubble Bobble Revolution,DS,2005,Puzzle,Atari,0.04,0.0,0.0,0.0
Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0
Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,0.04,0.02,0.0,0.0
Bubsy 3D,PS,1996,Platform,Accolade,0.1,0.07,0.0,0.01
Buck Bumble,N64,1998,Action,Ubisoft,0.13,0.03,0.0,0.0
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,0.02,0.01,0.0,0.0
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.09,0.07,0.0,0.02
Bugriders: The Race of Kings,PS,1997,Racing,GT Interactive,0.01,0.01,0.0,0.0
Bugs Bunny & Taz: Time Busters,PS,2000,Adventure,Infogrames,0.11,0.08,0.0,0.01
Build-A-Bear Workshop: Friendship Valley,Wii,N/A,Misc,Unknown,0.06,0.0,0.0,0.0
Bullet Soul: Tama Tamashii,X360,2011,Shooter,5pb,0.0,0.0,0.01,0.0
Bulletstorm,PC,2011,Shooter,Electronic Arts,0.07,0.07,0.0,0.02
Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12
Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,0.53,0.4,0.03,0.11
Burger Island,Wii,2009,Action,Destineer,0.14,0.0,0.0,0.01
Burnout 2: Point of Impact,GC,2003,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0.0,0.34
Burnout Legends,DS,2005,Racing,Electronic Arts,0.15,0.02,0.0,0.01
Burnout Revenge,X360,2006,Racing,Electronic Arts,0.42,0.05,0.0,0.04
Burnout Revenge,XB,2005,Racing,Electronic Arts,0.32,0.19,0.0,0.01
Bust-A-Move 4,PS,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0.0,0.01
Buster Bros. Collection,PS,1997,Puzzle,Capcom,0.04,0.03,0.0,0.0
Butt-Ugly Martians: Zoom or Doom!,PS2,2002,Racing,Vivendi Games,0.01,0.01,0.0,0.0
Buzz! Junior: RoboJam,PS2,2007,Misc,Sony Computer Entertainment,0.11,0.09,0.0,0.03
Buzz! Master Quiz,PSP,2008,Misc,Sony Computer Entertainment,0.2,0.44,0.0,0.23
Buzz! Quiz TV,PS3,2008,Misc,Sony Computer Entertainment,0.28,0.48,0.0,0.14
Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.17,0.0,0.0,0.61
CID The Dummy,PSP,2009,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0
CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.0
CSI: 3 Dimensions of Murder,PS2,2007,Adventure,Ubisoft,0.07,0.06,0.0,0.02
CSI: Dark Motives,DS,2007,Adventure,Ubisoft,0.05,0.01,0.0,0.01
CSI: Deadly Intent,X360,2009,Adventure,Ubisoft,0.1,0.08,0.0,0.02
CSI: Deadly Intent - The Hidden Cases,DS,2009,Adventure,Ubisoft,0.16,0.16,0.0,0.04
CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0.0,0.03,0.0,0.01
CSI: Fatal Conspiracy,Wii,2010,Adventure,Ubisoft,0.12,0.08,0.0,0.02
CSI: Hard Evidence,Wii,2008,Adventure,Ubisoft,0.36,0.43,0.0,0.1
CSI: Hard Evidence,X360,2007,Adventure,Ubisoft,0.07,0.02,0.0,0.01
CT Special Forces 2: Back in the Trenches,GBA,2003,Shooter,LSP Games,0.01,0.0,0.0,0.0
Cabela's Adventure Camp,X360,2011,Misc,Activision,0.07,0.02,0.0,0.01
Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0.0,0.0,0.01
Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.12,0.0,0.0,0.01
Cabela's Big Game Hunter (2008),PS2,2007,Sports,Activision Value,0.1,0.08,0.0,0.03
Cabela's Big Game Hunter (2008),Wii,2007,Sports,Activision,0.58,0.0,0.0,0.05
Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,0.16,0.0,0.0,0.01
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0.0,0.0,0.0
Cabela's Dangerous Hunts,PS2,2003,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15
Cabela's Dangerous Hunts 2,GC,2005,Sports,Activision,0.03,0.01,0.0,0.0
Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision,0.08,0.02,0.0,0.0
Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,0.37,0.29,0.0,0.1
Cabela's Monster Buck Hunter,Wii,2010,Sports,Activision,0.58,0.0,0.0,0.03
Cabela's North American Adventures,PS2,2010,Sports,Activision,0.04,0.03,0.0,0.01
Cabela's North American Adventures,PS3,2010,Sports,Activision,0.11,0.0,0.0,0.01
Cabela's North American Adventures,Wii,2010,Sports,Activision,0.19,0.0,0.0,0.01
Cabela's Outdoor Adventures,GC,2005,Sports,Activision,0.03,0.01,0.0,0.0
Cabela's Survival: Shadows of Katmai,X360,2011,Sports,Activision,0.14,0.03,0.0,0.01
Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0.0,0.0,0.0
Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,0.43,0.29,0.0,0.05
Caesars Palace II,PS,1998,Misc,Interplay,0.14,0.09,0.0,0.02
Cake Mania 3,DS,2009,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01
Call Of Duty 2: Big Red One,GC,2005,Shooter,Activision,0.25,0.07,0.0,0.01
Call of Duty 2,PC,2005,Shooter,Activision,0.0,0.05,0.0,0.01
Call of Duty 3,Wii,N/A,Shooter,Activision,1.19,0.84,0.0,0.23
Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.93,0.02,0.27
Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.8,0.52,0.07,0.3
Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77
Call of Duty: Black Ops,X360,2010,Shooter,Activision,9.67,3.73,0.11,1.13
Call of Duty: Black Ops 3,PC,2015,Shooter,Activision,0.0,0.22,0.0,0.01
Call of Duty: Black Ops 3,PS4,2015,Shooter,Activision,5.77,5.81,0.35,2.31
Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.11,0.48,0.0,0.16
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.42,0.05,0.38
Call of Duty: Ghosts,X360,2013,Shooter,Activision,6.72,2.63,0.04,0.82
Call of Duty: Modern Warfare 2,PS3,2009,Shooter,Activision,4.99,3.69,0.38,1.63
Call of Duty: Modern Warfare 2,X360,2009,Shooter,Activision,8.52,3.63,0.08,1.29
Call of Duty: Modern Warfare: Mobilized,DS,2009,Shooter,Activision,0.37,0.02,0.0,0.03
Call of Duty: The War Collection,X360,2010,Shooter,Activision,0.05,0.0,0.0,0.0
Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.13,0.0,0.03
Call of Juarez,X360,2007,Shooter,Ubisoft,0.14,0.02,0.0,0.01
Call of Juarez: Bound in Blood,X360,2009,Shooter,Ubisoft,0.3,0.24,0.0,0.06
Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft,0.12,0.13,0.0,0.05
Camp Rock: The Final Jam,DS,2010,Misc,Disney Interactive Studios,0.14,0.02,0.0,0.01
Candace Kane's Candy Factory,Wii,2008,Action,Destineer,0.14,0.0,0.0,0.01
Capcom Classics Collection,PS2,2005,Misc,Capcom,0.22,0.17,0.05,0.06
Capcom Classics Collection,XB,2005,Misc,Capcom,0.11,0.03,0.0,0.01
Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0.0,0.0
Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0
Capcom vs. SNK 2 EO,GC,2002,Fighting,Capcom,0.09,0.02,0.0,0.0
Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,0.0,0.0,0.8,0.0
Captain America: Super Soldier,3DS,2011,Action,Sega,0.05,0.02,0.0,0.01
Captain America: Super Soldier,DS,N/A,Action,Sega,0.05,0.0,0.0,0.0
Captain Morgane and the Golden Turtle,DS,2012,Adventure,Reef Entertainment,0.0,0.03,0.0,0.0
Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0
Captain Tsubasa: New Kick Off,DS,2010,Sports,Konami Digital Entertainment,0.0,0.02,0.06,0.0
Car Battler Joe,GBA,2001,Role-Playing,Victor Interactive,0.01,0.01,0.0,0.0
Card Games,PS,2000,Misc,D3Publisher,0.04,0.03,0.0,0.0
Cardinal Syn,PS,1998,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01
Care Bears - Care Quest,GBA,2005,Action,Game Factory,0.02,0.01,0.0,0.0
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0.0,0.0
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Action,BAM! Entertainment,0.02,0.0,0.0,0.0
Carnage Heart EXA,PSP,2010,Strategy,ArtDink,0.0,0.0,0.02,0.0
Cars,GBA,2006,Racing,THQ,0.81,0.3,0.0,0.02
Cars,GC,2006,Racing,THQ,0.72,0.19,0.0,0.03
Cars,XB,2006,Racing,THQ,0.15,0.04,0.0,0.01
Cars Mater-National Championship,Wii,2007,Racing,THQ,0.46,0.0,0.0,0.04
Cars: Mater-National Championship,PS2,2007,Racing,THQ,0.12,0.09,0.0,0.03
Cars: Mater-National Championship,X360,2007,Racing,THQ,0.13,0.0,0.0,0.01
Cars: Race-O-Rama,PS3,2009,Racing,THQ,0.14,0.03,0.0,0.02
Cars: Race-O-Rama,PSP,2009,Racing,THQ,0.29,0.07,0.0,0.06
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,2005,Misc,N/A,0.23,0.08,0.0,0.01
Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.06,0.02,0.0,0.0
Cartoon Network: Punch Time Explosion XL,PS3,2011,Fighting,Crave Entertainment,0.06,0.0,0.0,0.0
Case Closed: One Truth Prevails,Wii,2007,Adventure,Nobilis,0.0,0.0,0.01,0.0
Casper's Scare School: Classroom Capers,DS,2008,Adventure,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0
Casper's Scare School: Spooky Sports Day,Wii,2009,Sports,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0
Casper: Friends Around the World,PS,2000,Action,TDK Core,0.1,0.07,0.0,0.01
